Periode,Gare de départ,AMIENS,BAYONNE,BELFORT,BÉZIERS,BORDEAUX-ST-JEAN,BOULOGNE-VILLE,BOURGES,BOURG-ST-MAURICE/ST-GERVAIS,BRIANÇON,BRIVE/CAHORS,CAEN,CERBERE,CERBÈRE,CHERBOURG,CLERMONT-FERRAND,GRANVILLE,HENDAYE,LATOUR-DE-CAROL,LE HAVRE,LIMOGES,LYON,LYON-PART-DIEU,MARSEILLE-ST-CHARLES,MAUBEUGE,MAUBEUGE/CAMBRAI,MODANE,NANTES,NEVERS,NICE-VILLE,NÎMES,ORLÉANS,PARIS-AUSTERLITZ,PARIS-BERCY,PARIS-EST,PARIS-NORD,PARIS-ST-LAZARE,PARIS-VAUGIRARD,RODEZ/ALBI,ROUEN,ROUEN-RIVE-DROITE,ST-QUENTIN,TOULOUSE-MATABIAU,TOULOUSE-MATABIAU/CERBERE,TOULOUSE-MATABIAU/RODEZ,TOURS,TROUVILLE-DEAUVILLE,TROYES
2017-04,BÉZIERS,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04,BORDEAUX-ST-JEAN,,,,,,,,,,,,,,,,,,,,30,,,,,,,90,,184,,,,,,,,,,,,,,,,,,
2017-04,BOULOGNE-VILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,,,,,,,,,,,,
2017-04,BOURGES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,
2017-04,BRIANÇON/NICE-VILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,
2017-04,BRIVE/CAHORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,,,,,,,,,,,,,,,
2017-04,CAEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,,,,,,,,,66,,
2017-04,CHERBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,,,,,,,,,,,
2017-04,CLERMONT-FERRAND,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,227,,,,,,,,,,,,,,
2017-04,GRANVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,,,,,,,,,,
2017-04,HENDAYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,122,,,,,
2017-04,LATOUR-DE-CAROL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,
2017-04,LE HAVRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,,,,,,,,,,,
2017-04,LIMOGES,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,
2017-04,LYON-PART-DIEU,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,
2017-04,MARSEILLE-ST-CHARLES,,,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04,MAUBEUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,,,,,,,,,,,
2017-04,NANTES,,,,,90,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04,NEVERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,,,,,,,,,,,,,,
2017-04,NÎMES,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04,ORLÉANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,,,,,,,,,,,,,,,
2017-04,PARIS-AUSTERLITZ,,,,,,,121,,28,126,,,,,,,24,21,,64,,,,,,,,,12,,331,,,,,,,,,,,104,,54,118,,
2017-04,PARIS-BERCY,,,,,,,,,,,,,,,222,,,,,,,,,,,,,147,,,,,,,,,,,,,,,,,,,
2017-04,PARIS-EST,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205
2017-04,PARIS-NORD,194,,,,,138,,,,,,,,,,,,,,,,,,268,,,,,,,,,,,,,,,,,,,,,,,
2017-04,PARIS-ST-LAZARE,,,,,,,,,,,209,,,185,,,,,338,,,,,,,,,,,,,,,,,,,,,282,,,,,,76,
2017-04,PARIS-VAUGIRARD,,,,,,,,,,,,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04,ROUEN-RIVE-DROITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,,,,,,,,,,,
2017-04,TOULOUSE-MATABIAU,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,
2017-04,TOULOUSE-MATABIAU/RODEZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,
2017-04,TOURS,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,121,,,,,,,,,,,,,,,
2017-04,TROUVILLE-DEAUVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,
2017-04,TROYES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,,,,,,,,,,,,,
2017-05,AMIENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,,,,,,,,,,,,
2017-05,BELFORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,,,,,,,,,
2017-05,BÉZIERS,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05,BORDEAUX-ST-JEAN,,,,,,,,,,,,,,,,,,,,31,,,,,,,94,,178,,,,,,,,,,,,,,,,,,
2017-05,BOULOGNE-VILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,,,,,,,,,,,,
2017-05,BOURGES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,,,,,,,,,,,,,,
2017-05,BOURG-ST-MAURICE/ST-GERVAIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
2017-05,BRIANÇON/NICE-VILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,
2017-05,BRIVE/CAHORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,,,,
2017-05,CAEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,,,,,,,,,68,,
2017-05,CERBERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
2017-05,CHERBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,,,,,,,,,,,
2017-05,CLERMONT-FERRAND,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,205,,,,,,,,,,,,,,
2017-05,GRANVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,,,,,,,,,,
2017-05,HENDAYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,124,,,,,
2017-05,LE HAVRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,,,,,,,,,,,
2017-05,LIMOGES,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,
2017-05,LYON-PART-DIEU,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,
2017-05,MARSEILLE-ST-CHARLES,,,,,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05,MAUBEUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,,,,,,,,,,,,
2017-05,NANTES,,,,,93,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05,NEVERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,
2017-05,NÎMES,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05,ORLÉANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,,,,,,,,,,,,,,,
2017-05,PARIS-AUSTERLITZ,,,,,,,119,0,17,117,,,0,,,,7,,,54,,,,,,,,,11,,313,,,,,,,,,,,,107,51,109,,
2017-05,PARIS-BERCY,,,,,,,,,,,,,,,205,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,
2017-05,PARIS-EST,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211
2017-05,PARIS-NORD,198,,,,,141,,,,,,,,,,,,,,,,,,279,,,,,,,,,,,,,,,,,,,,,,,
2017-05,PARIS-ST-LAZARE,,,,,,,,,,,220,,,196,,,,,352,,,,,,,,,,,,,,,,,,,,,289,,,,,,92,
2017-05,PARIS-VAUGIRARD,,,,,,,,,,,,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05,ROUEN-RIVE-DROITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,,,,,,,,,,,
2017-05,TOULOUSE-MATABIAU,,,,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05,TOULOUSE-MATABIAU/CERBERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,
2017-05,TOULOUSE-MATABIAU/RODEZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,
2017-05,TOURS,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,114,,,,,,,,,,,,,,,
2017-05,TROUVILLE-DEAUVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,
2017-05,TROYES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,,,,,,,,,,,,,
2017-06,AMIENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,,,,,,,,,,,,
2017-06,BELFORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,
2017-06,BÉZIERS,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06,BORDEAUX-ST-JEAN,,,,,,,,,,,,,,,,,,,,30,,,,,,,89,,186,,,,,,,,,,,,,,,,,,
2017-06,BOULOGNE-VILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,,,,,,,,,,,,
2017-06,BOURGES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,
2017-06,BOURG-ST-MAURICE/ST-GERVAIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
2017-06,BRIANÇON/NICE-VILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,
2017-06,BRIVE/CAHORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,,,,,,,,,,,,,,
2017-06,CAEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,,,,,,,65,,
2017-06,CERBERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
2017-06,CHERBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,,,,,,,,,,,
2017-06,CLERMONT-FERRAND,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,210,,,,,,,,,,,,,,
2017-06,GRANVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,,,,,,,
2017-06,HENDAYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,76,,,,,
2017-06,LE HAVRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,,,,,,,,,,,
2017-06,LIMOGES,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,
2017-06,LYON-PART-DIEU,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,
2017-06,MARSEILLE-ST-CHARLES,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06,MAUBEUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,,,,,,,,,,,,
2017-06,NANTES,,,,,89,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06,NEVERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,,,,,,,,,,,,,
2017-06,NÎMES,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06,ORLÉANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,
2017-06,PARIS-AUSTERLITZ,,,,,,,115,0,24,124,,,0,,,,7,,,60,,,,,,,,,27,,320,,,,,,,,,,,,88,72,110,,
2017-06,PARIS-BERCY,,,,,,,,,,,,,,,212,,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,
2017-06,PARIS-EST,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201
2017-06,PARIS-NORD,202,,,,,138,,,,,,,,,,,,,,,,,,278,,,,,,,,,,,,,,,,,,,,,,,
2017-06,PARIS-ST-LAZARE,,,,,,,,,,,214,,,193,,,,,341,,,,,,,,,,,,,,,,,,,,,287,,,,,,98,
2017-06,PARIS-VAUGIRARD,,,,,,,,,,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06,ROUEN-RIVE-DROITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,,,,,,,,,,,
2017-06,TOULOUSE-MATABIAU,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06,TOULOUSE-MATABIAU/CERBERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,
2017-06,TOULOUSE-MATABIAU/RODEZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,
2017-06,TOURS,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,,,
2017-06,TROUVILLE-DEAUVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,
2017-06,TROYES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,,,,,,,,,,,,,
2017-07,AMIENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,,,,,,,,,,,,
2017-07,BELFORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,
2017-07,BÉZIERS,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07,BORDEAUX-ST-JEAN,,,,,,,,,,,,,,,,,,,,31,,,,,,,93,,191,,,,,,,,,,,,,,,,,,
2017-07,BOULOGNE-VILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,,,,,,,,,,,,
2017-07,BOURGES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,
2017-07,BOURG-ST-MAURICE/ST-GERVAIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
2017-07,BRIANÇON/NICE-VILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,
2017-07,BRIVE/CAHORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,,,,,,,,,,,,,,,
2017-07,CAEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,,,,,,,,,67,,
2017-07,CERBERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,
2017-07,CHERBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,,,,,,,,,,,
2017-07,CLERMONT-FERRAND,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,211,,,,,,,,,,,,,,
2017-07,GRANVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,,,,,,,,,,
2017-07,HENDAYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,126,,,,,
2017-07,LE HAVRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,
2017-07,LIMOGES,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
2017-07,LYON-PART-DIEU,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,
2017-07,MARSEILLE-ST-CHARLES,,,,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07,MAUBEUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,,,,,,,,,,,,
2017-07,NANTES,,,,,92,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07,NEVERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,,,,,,,,,,,,,
2017-07,NÎMES,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07,ORLÉANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,,,,,,,,,,,,,,,
2017-07,PARIS-AUSTERLITZ,,,,,,,122,0,31,203,,,25,,,,0,,,2,,,,,,,,,30,,339,,,,,,,,,,,,88,85,124,,
2017-07,PARIS-BERCY,,,,,,,,,,,,,,,210,,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,
2017-07,PARIS-EST,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236
2017-07,PARIS-NORD,176,,,,,142,,,,,,,,,,,,,,,,,,283,,,,,,,,,,,,,,,,,,,,,,,
2017-07,PARIS-ST-LAZARE,,,,,,,,,,,214,,,199,,,,,290,,,,,,,,,,,,,,,,,,,,,249,,,,,,128,
2017-07,PARIS-VAUGIRARD,,,,,,,,,,,,,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07,ROUEN-RIVE-DROITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,,,,,,,,,,
2017-07,TOULOUSE-MATABIAU,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07,TOULOUSE-MATABIAU/CERBERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,
2017-07,TOULOUSE-MATABIAU/RODEZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,
2017-07,TOURS,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,
2017-07,TROUVILLE-DEAUVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,,
2017-07,TROYES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,,,,,,,,,,,,,
2017-08,AMIENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,,,,,,,,,,,,
2017-08,BELFORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,
2017-08,BÉZIERS,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08,BORDEAUX-ST-JEAN,,,,,,,,,,,,,,,,,,,,31,,,,,,,94,,196,,,,,,,,,,,,,,,,,,
2017-08,BOULOGNE-VILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,
2017-08,BOURGES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,,,,,,,,,,,
2017-08,BOURG-ST-MAURICE/ST-GERVAIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
2017-08,BRIANÇON/NICE-VILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,
2017-08,BRIVE/CAHORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,
2017-08,CAEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,,,,,,,,,68,,
2017-08,CERBERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,
2017-08,CHERBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,,,,,,,,,,,
2017-08,CLERMONT-FERRAND,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,217,,,,,,,,,,,,,,
2017-08,GRANVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,,,,,,,,,,
2017-08,HENDAYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,124,,,,,
2017-08,LE HAVRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,,,,,,,,,,,
2017-08,LIMOGES,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
2017-08,LYON-PART-DIEU,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,
2017-08,MARSEILLE-ST-CHARLES,,,,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08,MAUBEUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,,,,,,
2017-08,NANTES,,,,,94,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08,NEVERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,
2017-08,NÎMES,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08,ORLÉANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,,,,,,,,,,,,,,,
2017-08,PARIS-AUSTERLITZ,,,,,,,127,0,31,210,,,31,,,,0,,,0,,,,,,,,,30,,347,,,,,,,,,,,,88,92,124,,
2017-08,PARIS-BERCY,,,,,,,,,,,,,,,216,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,
2017-08,PARIS-EST,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246
2017-08,PARIS-NORD,198,,,,,149,,,,,,,,,,,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,
2017-08,PARIS-ST-LAZARE,,,,,,,,,,,215,,,203,,,,,304,,,,,,,,,,,,,,,,,,,,,259,,,,,,127,
2017-08,PARIS-VAUGIRARD,,,,,,,,,,,,,,,,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08,ROUEN-RIVE-DROITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,,,,,,,,,,,
2017-08,TOULOUSE-MATABIAU,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08,TOULOUSE-MATABIAU/CERBERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,
2017-08,TOULOUSE-MATABIAU/RODEZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,
2017-08,TOURS,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,
2017-08,TROUVILLE-DEAUVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,
2017-08,TROYES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,,,,,,,,,,,,,
2017-09,AMIENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,,,,,,,,,,,,
2017-09,BELFORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,
2017-09,BÉZIERS,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09,BORDEAUX-ST-JEAN,,,,,,,,,,,,,,,,,,,,28,,,,,,,89,,185,,,,,,,,,,,,,,,,,,
2017-09,BOULOGNE-VILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,,,,,,,,,,,,
2017-09,BOURGES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,,,
2017-09,BOURG-ST-MAURICE/ST-GERVAIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
2017-09,BRIANÇON/NICE-VILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,
2017-09,BRIVE/CAHORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,,,,,,,,,,,,,,,
2017-09,CAEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,,,,,,,,,62,,
2017-09,CERBERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,
2017-09,CHERBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,,,,,,,,,,,
2017-09,CLERMONT-FERRAND,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,224,,,,,,,,,,,,,,
2017-09,GRANVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,,,,,,,,,,
2017-09,HENDAYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,112,,,,,
2017-09,LE HAVRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,,,,,,,,,,,
2017-09,LIMOGES,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
2017-09,LYON-PART-DIEU,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,
2017-09,MARSEILLE-ST-CHARLES,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09,MAUBEUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,,,,,,,,,,,,
2017-09,NANTES,,,,,88,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09,NEVERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,
2017-09,NÎMES,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09,ORLÉANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,,,,,,,,,,,,,,,
2017-09,PARIS-AUSTERLITZ,,,,,,,114,0,3,184,,,10,,,,0,,,0,,,,,,,,,24,,304,,,,,,,,,,,,80,61,114,,
2017-09,PARIS-BERCY,,,,,,,,,,,,,,,224,,,,,,,,,,,,,145,,,,,,,,,,,,,,,,,,,
2017-09,PARIS-EST,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224
2017-09,PARIS-NORD,213,,,,,148,,,,,,,,,,,,,,,,,,292,,,,,,,,,,,,,,,,,,,,,,,
