Periode,Gare de départ,AMIENS,BAYONNE,BELFORT,BÉZIERS,BORDEAUX-ST-JEAN,BOULOGNE-VILLE,BOURGES,BOURG-ST-MAURICE/ST-GERVAIS,BRIANÇON,BRIVE/CAHORS,CAEN,CERBERE,CERBÈRE,CHERBOURG,CLERMONT-FERRAND,GRANVILLE,HENDAYE,LATOUR-DE-CAROL,LE HAVRE,LIMOGES,LYON,LYON-PART-DIEU,MARSEILLE-ST-CHARLES,MAUBEUGE,MAUBEUGE/CAMBRAI,MODANE,NANTES,NEVERS,NICE-VILLE,NÎMES,ORLÉANS,PARIS-AUSTERLITZ,PARIS-BERCY,PARIS-EST,PARIS-NORD,PARIS-ST-LAZARE,PARIS-VAUGIRARD,RODEZ/ALBI,ROUEN,ROUEN-RIVE-DROITE,ST-QUENTIN,TOULOUSE-MATABIAU,TOULOUSE-MATABIAU/CERBERE,TOULOUSE-MATABIAU/RODEZ,TOURS,TROUVILLE-DEAUVILLE,TROYES
2015-09,BORDEAUX-ST-JEAN,,,,,,,,,,,,,,,,,,,,30,,,,,,,67,,191,,,,,,,,,,,,,,,,,,
2015-09,BOULOGNE-VILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,,,,,,,,,,,
2015-09,BOURGES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,,,,,,,,,,,,,,
2015-09,CAEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,,,,,,,,,66,,
2015-09,CERBERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,
2015-09,CHERBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,
2015-09,CLERMONT-FERRAND,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,225,,,,,,,,,,,,,,
2015-09,GRANVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,,,,,,,,,
2015-09,HENDAYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,
2015-09,LE HAVRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,,,,,,,,,,,
2015-09,LIMOGES,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09,LYON-PART-DIEU,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,
2015-09,MAUBEUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,,,,,,,,,,,,
2015-09,NANTES,,,,,68,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09,NEVERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,,,,,,
2015-09,NICE-VILLE,,,,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09,NÎMES,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09,ORLÉANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,,,,,,,,,,,,,,,
2015-09,PARIS-AUSTERLITZ,,,,,,,120,,,,,100,,,,,,,,,,,,,,,,,,,347,,,,,,,,,,,,,,120,,
2015-09,PARIS-BERCY,,,,,,,,,,,,,,,228,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,,,
2015-09,PARIS-EST,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254
2015-09,PARIS-NORD,116,,,,,140,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,,,,,
2015-09,PARIS-ST-LAZARE,,,,,,,,,,,210,,,195,,,,,351,,,,,,,,,,,,,,,,,,,,305,,,,,,,87,
2015-09,PARIS-VAUGIRARD,,,,,,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09,ROUEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,,,,,,,,,,,
2015-09,TOULOUSE-MATABIAU,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09,TOURS,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,
2015-09,TROUVILLE-DEAUVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,
2015-09,TROYES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,,,,,,,,,,,,,
2015-10,AMIENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,,,,,,,,
2015-10,BELFORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,,,,
2015-10,BÉZIERS,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10,BORDEAUX-ST-JEAN,,,,,,,,,,,,,,,,,,,,32,,,,,,,73,,194,,,,,,,,,,,,,,,,,,
2015-10,BOULOGNE-VILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,,,,,,,,,,,
2015-10,BOURGES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,
2015-10,CAEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,,,,,,,,,65,,
2015-10,CERBERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,
2015-10,CHERBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,,,,,,,,,,,
2015-10,CLERMONT-FERRAND,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,232,,,,,,,,,,,,,,
2015-10,GRANVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,
2015-10,HENDAYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,,,
2015-10,LE HAVRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,,,,,,,,,,,
2015-10,LIMOGES,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10,LYON-PART-DIEU,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,
2015-10,MAUBEUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,,,,,,,,,,,,
2015-10,NANTES,,,,,71,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10,NEVERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,,,,,,
2015-10,NICE-VILLE,,,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10,NÎMES,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10,ORLÉANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,,,,,,,,,,,,,,,
2015-10,PARIS-AUSTERLITZ,,,,,,,123,,,,,95,,,,,,,,,,,,,,,,,,,356,,,,,,,,,,,,,,128,,
2015-10,PARIS-BERCY,,,,,,,,,,,,,,,235,,,,,,,,,,,,,155,,,,,,,,,,,,,,,,,,,
2015-10,PARIS-EST,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261
2015-10,PARIS-NORD,118,,,,,151,,,,,,,,,,,,,,,,,,242,,,,,,,,,,,,,,,,,,,,,,,
2015-10,PARIS-ST-LAZARE,,,,,,,,,,,215,,,197,,,,,350,,,,,,,,,,,,,,,,,,,,294,,,,,,,84,
2015-10,PARIS-VAUGIRARD,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10,ROUEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,,,,,,,,,,,
2015-10,TOULOUSE-MATABIAU,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10,TOURS,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,
2015-10,TROUVILLE-DEAUVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,
2015-10,TROYES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,,,,,,,,,,,,,
2015-11,AMIENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,
2015-11,BELFORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,
2015-11,BÉZIERS,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11,BORDEAUX-ST-JEAN,,,,,,,,,,,,,,,,,,,,16,,,,,,,74,,196,,,,,,,,,,,,,,,,,,
2015-11,BOULOGNE-VILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,,,,,,,,,,,
2015-11,BOURGES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,,,,,,,,,,,,,,,
2015-11,CAEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,,,,,,,,,65,,
2015-11,CERBERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,
2015-11,CHERBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,,,,,,,,,,,
2015-11,CLERMONT-FERRAND,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,226,,,,,,,,,,,,,,
2015-11,GRANVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,
2015-11,HENDAYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,
2015-11,LE HAVRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,,,,,,,,,,,
2015-11,LIMOGES,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11,LYON-PART-DIEU,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,
2015-11,MAUBEUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,,,,,,,,,,,,
2015-11,NANTES,,,,,71,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11,NEVERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,,,,,,,,,,,,,
2015-11,NICE-VILLE,,,,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11,NÎMES,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11,ORLÉANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,,,,,,,,,,,,,,,
2015-11,PARIS-AUSTERLITZ,,,,,,,121,,,,,99,,,,,,,,,,,,,,,,,,,335,,,,,,,,,,,,,,120,,
2015-11,PARIS-BERCY,,,,,,,,,,,,,,,226,,,,,,,,,,,,,139,,,,,,,,,,,,,,,,,,,
2015-11,PARIS-EST,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211
2015-11,PARIS-NORD,110,,,,,144,,,,,,,,,,,,,,,,,,232,,,,,,,,,,,,,,,,,,,,,,,
2015-11,PARIS-ST-LAZARE,,,,,,,,,,,203,,,188,,,,,326,,,,,,,,,,,,,,,,,,,,288,,,,,,,74,
2015-11,PARIS-VAUGIRARD,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11,ROUEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,,,,,,,,,,,
2015-11,TOULOUSE-MATABIAU,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11,TOURS,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,,,,,,
2015-11,TROUVILLE-DEAUVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,
2015-11,TROYES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,,,,,,,,,,,,,
2015-12,AMIENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,
2015-12,BELFORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,
2015-12,BÉZIERS,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12,BORDEAUX-ST-JEAN,,,,,,,,,,,,,,,,,,,,31,,,,,,,68,,199,,,,,,,,,,,,,,,,,,
2015-12,BOULOGNE-VILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,,,,,,,,,,,,
2015-12,BOURGES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,
2015-12,CAEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,,,,,,,,,66,,
2015-12,CERBERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,
2015-12,CHERBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,,,,,,,,,,,
2015-12,CLERMONT-FERRAND,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,225,,,,,,,,,,,,,,
2015-12,GRANVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,,,,,,,,,
2015-12,HENDAYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,
2015-12,LE HAVRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,,,,,,,,,,,
2015-12,LIMOGES,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12,LYON-PART-DIEU,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,
2015-12,MAUBEUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,,,,,,
2015-12,NANTES,,,,,67,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12,NEVERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,
2015-12,NICE-VILLE,,,,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12,NÎMES,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12,ORLÉANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,,,,,,,,,,,,,,,
2015-12,PARIS-AUSTERLITZ,,,,,,,127,,,,,103,,,,,,,,,,,,,,,,,,,351,,,,,,,,,,,,,,127,,
2015-12,PARIS-BERCY,,,,,,,,,,,,,,,236,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,
2015-12,PARIS-EST,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280
2015-12,PARIS-NORD,117,,,,,145,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,
2015-12,PARIS-ST-LAZARE,,,,,,,,,,,219,,,199,,,,,360,,,,,,,,,,,,,,,,,,,,309,,,,,,,81,
2015-12,PARIS-VAUGIRARD,,,,,,,,,,,,,,,,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12,ROUEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,,,,,,,,,,,
2015-12,TOULOUSE-MATABIAU,,,,,,,,,,,,,,,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12,TOURS,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,
2015-12,TROUVILLE-DEAUVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,
2015-12,TROYES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,,,,,,,,,,,,,
2016-01,AMIENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,,,,,,,,,,,,
2016-01,BELFORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,,,,,,,,,,,,,
2016-01,BÉZIERS,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01,BORDEAUX-ST-JEAN,,,,,,,,,,,,,,,,,,,,31,,,,,,,62,,195,,,,,,,,,,,,,,,,,,
2016-01,BOULOGNE-VILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,,,,,,,,,,,
2016-01,BOURGES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,
2016-01,CAEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,,,,,,,,,67,,
2016-01,CERBERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,
2016-01,CHERBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,,,,,,,,,,,
2016-01,CLERMONT-FERRAND,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,231,,,,,,,,,,,,,,
2016-01,GRANVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,,,,,,,,,
2016-01,HENDAYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,
2016-01,LE HAVRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,,,,,,,,,,,
2016-01,LIMOGES,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01,LYON-PART-DIEU,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,
2016-01,MAUBEUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,,,,,,,,,,,,
2016-01,NANTES,,,,,62,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01,NEVERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,,,,,,,,,,,,,
2016-01,NICE-VILLE,,,,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01,NÎMES,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01,ORLÉANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,,,,,,,,,,,,,,,
2016-01,PARIS-AUSTERLITZ,,,,,,,122,,,,,56,,,,,,,,,,,,,,,,,,,337,,,,,,,,,,,,,,121,,
2016-01,PARIS-BERCY,,,,,,,,,,,,,,,230,,,,,,,,,,,,,153,,,,,,,,,,,,,,,,,,,
2016-01,PARIS-EST,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206
2016-01,PARIS-NORD,106,,,,,138,,,,,,,,,,,,,,,,,,239,,,,,,,,,,,,,,,,,,,,,,,
2016-01,PARIS-ST-LAZARE,,,,,,,,,,,214,,,192,,,,,349,,,,,,,,,,,,,,,,,,,,273,,,,,,,77,
2016-01,PARIS-VAUGIRARD,,,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01,ROUEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,
2016-01,TOULOUSE-MATABIAU,,,,,,,,,,,,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01,TOURS,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,126,,,,,,,,,,,,,,,
2016-01,TROUVILLE-DEAUVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,
2016-01,TROYES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,,,,,,,,,,,,,
2016-02,AMIENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,
2016-02,BELFORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,,,,,,
2016-02,BÉZIERS,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02,BORDEAUX-ST-JEAN,,,,,,,,,,,,,,,,,,,,29,,,,,,,112,,180,,,,,,,,,,,,,,,,,,
2016-02,BOULOGNE-VILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,
2016-02,BOURGES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,
2016-02,CAEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,62,,
2016-02,CERBERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,
2016-02,CHERBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,,,,,,,,,,,
2016-02,CLERMONT-FERRAND,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,218,,,,,,,,,,,,,,
2016-02,GRANVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,
2016-02,HENDAYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,
2016-02,LE HAVRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,,,,,,,,,,,
2016-02,LIMOGES,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02,LYON-PART-DIEU,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,
2016-02,MAUBEUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,,,,,,,,,,,,
2016-02,NANTES,,,,,111,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02,NEVERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,,,,,,,,,,,,,,
2016-02,NICE-VILLE,,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02,NÎMES,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02,ORLÉANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,,,,,,,,,,,,,,,
2016-02,PARIS-AUSTERLITZ,,,,,,,116,,,,,46,,,,,,,,,,,,,,,,,,,332,,,,,,,,,,,,,,116,,
2016-02,PARIS-BERCY,,,,,,,,,,,,,,,217,,,,,,,,,,,,,145,,,,,,,,,,,,,,,,,,,
2016-02,PARIS-EST,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218
2016-02,PARIS-NORD,110,,,,,131,,,,,,,,,,,,,,,,,,233,,,,,,,,,,,,,,,,,,,,,,,
2016-02,PARIS-ST-LAZARE,,,,,,,,,,,202,,,187,,,,,340,,,,,,,,,,,,,,,,,,,,265,,,,,,,75,
2016-02,PARIS-VAUGIRARD,,,,,,,,,,,,,,,,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02,ROUEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,,,,,
2016-02,TOULOUSE-MATABIAU,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02,TOURS,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,
2016-02,TROUVILLE-DEAUVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,
2016-02,TROYES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,,,,,,,,,,,,,
2016-03,AMIENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,,,,,,,,,,,,
2016-03,BELFORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,,,,,,,,,
2016-03,BÉZIERS,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03,BORDEAUX-ST-JEAN,,,,,,,,,,,,,,,,,,,,27,,,,,,,84,,183,,,,,,,,,,,,,,,,,,
2016-03,BOULOGNE-VILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,,,,,,,,,,,
2016-03,BOURGES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,
2016-03,CAEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,,,,,,,,,63,,
2016-03,CERBERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,
2016-03,CHERBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,,,,,,,,,,,
2016-03,CLERMONT-FERRAND,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,215,,,,,,,,,,,,,,
2016-03,GRANVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,,,,,,,,,,
2016-03,HENDAYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,
2016-03,LE HAVRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,,,,,,,,,,,
2016-03,LIMOGES,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03,LYON-PART-DIEU,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,
2016-03,MAUBEUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,,,,,,,,,,,,
2016-03,NANTES,,,,,83,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03,NEVERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,
2016-03,NICE-VILLE,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03,NÎMES,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03,ORLÉANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,,,,,,,,,,,,,,,
2016-03,PARIS-AUSTERLITZ,,,,,,,113,,,,,23,,,,,,,,,,,,,,,,,,,291,,,,,,,,,,,,,,100,,
2016-03,PARIS-BERCY,,,,,,,,,,,,,,,214,,,,,,,,,,,,,133,,,,,,,,,,,,,,,,,,,
2016-03,PARIS-EST,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218
2016-03,PARIS-NORD,111,,,,,136,,,,,,,,,,,,,,,,,,233,,,,,,,,,,,,,,,,,,,,,,,
2016-03,PARIS-ST-LAZARE,,,,,,,,,,,206,,,193,,,,,348,,,,,,,,,,,,,,,,,,,,269,,,,,,,77,
