Date,Source,RegionSource,Target,RegionTarget,Valeur1,Valeur2,Valeur3,Valeur4,Valeur5,Valeur6,Valeur7,Valeur8,Valeur9,Valeur10,Valeur11,Valeur12,Valeur13,Valeur14,Valeur15,Valeur16,Valeur17,Valeur18,Valeur19
2018-01,RENNES,Bretagne,LYON PART DIEU,Auvergne-Rhône-Alpes,99,233,0,23,3,0.696969697,6,40.05833333,2.244612795,6,2.244612795,2,1,0,50,25,25,0,0
2018-01,PARIS EST,Île-de-France,NANCY,Grand Est,299,94,3,40,5.262083333,0.658051802,13,17.36153846,1.024155405,7,1.024155405,4,0,10,10,20,50,10,0
2018-01,PARIS EST,Île-de-France,STRASBOURG,Grand Est,494,112,9,49,6.267006803,0.576323024,14,27.3,0.77814433,11,0.77814433,5,1,25,8.333333333,8.333333333,50,8.333333333,0
2018-01,PARIS LYON,Île-de-France,LYON PART DIEU,Auvergne-Rhône-Alpes,630,119,1,60,9.3725,0.486221516,61,30.51311475,2.824933757,49,2.824933757,24,5,22.03389831,44.06779661,11.86440678,20.33898305,1.694915254,0
2019-03,ANGERS SAINT LAUD,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,450,93,4,164,6.823577236,2.669544096,66,32.95353535,5.585538117,36,5.585538117,23,9,40,30,14,14,0,2
2019-04,ANGERS SAINT LAUD,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,410,93,0,270,8.84654321,5.95398374,82,27.56443089,6.446422764,37,6.446422764,23,10,19.11764706,38.23529412,20.58823529,16.17647059,1.470588235,4.411764706
2019-05,ANGERS SAINT LAUD,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,444,92,3,377,4.032847038,3.430083144,54,23.90864198,3.013303099,30,34.80388889,14,5,28.84615385,32.69230769,13.46153846,19.23076923,1.923076923,3.846153846
2018-01,PARIS LYON,Île-de-France,CHAMBERY CHALLES LES EAUX,Auvergne-Rhône-Alpes,271,186,0,46,13.59311594,2.047478475,36,39.0712963,5.813653137,26,5.813653137,17,5,14.70588235,26.47058824,20.58823529,32.35294118,5.882352941,0
2018-01,PARIS LYON,Île-de-France,MARSEILLE ST CHARLES,Provence-Alpes-Côte d'Azur,482,202,2,51,13.03660131,1.0721875,43,41.65620155,5.045868056,43,5.045868056,20,8,41.02564103,30.76923077,12.82051282,15.38461538,0,0
2019-06,ANGERS SAINT LAUD,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,474,97,45,379,6.321503958,5.565540016,91,32.22619048,7.922261072,56,47.9169697,30,16,20.23809524,33.33333333,26.19047619,14.28571429,1.19047619,4.761904762
2019-07,ANGERS SAINT LAUD,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,473,96,15,405,2.593580247,2.27852984,63,19.34470899,3.683660844,30,30.31777778,8,3,14.28571429,23.21428571,28.57142857,21.42857143,7.142857143,5.357142857
2019-08,ANGERS SAINT LAUD,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,435,96,5,389,4.098800343,3.694689922,49,36.60680272,4.355193798,31,51.73387097,19,8,6.25,50,8.333333333,18.75,4.166666667,12.5
2019-09,ANGERS SAINT LAUD,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,421,97,1,377,2.096551724,1.86531746,31,29.65967742,2.010992063,18,43.77314815,10,3,26.66666667,16.66666667,30,26.66666667,0,0
2018-02,RENNES,Bretagne,LYON PART DIEU,Auvergne-Rhône-Alpes,83,234,0,36,6.746296296,2.914056225,16,60.34895833,12.41646586,16,12.41646586,14,3,50,18.75,12.5,18.75,0,0
2018-02,ST PIERRE DES CORPS,Centre-Val de Loire,PARIS MONTPARNASSE,Île-de-France,390,61,23,197,9.261167513,5.085876476,147,25.74727891,11.05154405,74,11.05154405,36,14,50,18.08510638,11.70212766,11.70212766,7.446808511,1.063829787
2018-02,PARIS EST,Île-de-France,NANCY,Grand Est,268,94,4,70,13.82428571,3.643055556,38,25.52280702,6.342866162,44,6.342866162,16,4,61.29032258,0,9.677419355,25.80645161,3.225806452,0
2018-02,LILLE,Hauts-de-France,LYON PART DIEU,Auvergne-Rhône-Alpes,279,189,4,142,8.862441315,4.635212121,44,32.95681818,6.876848485,42,6.876848485,14,4,39.47368421,15.78947368,15.78947368,23.68421053,5.263157895,0
2018-02,LILLE,Hauts-de-France,MARSEILLE ST CHARLES,Provence-Alpes-Côte d'Azur,168,306,2,43,8.724806202,2.343172691,39,32.34957265,10.36375502,39,10.36375502,13,3,40,8.571428571,20,20,5.714285714,5.714285714
2018-02,PARIS NORD,Île-de-France,DUNKERQUE,Hauts-de-France,256,120,13,81,14.64300412,4.863854595,48,38.5,8.205761317,39,8.205761317,25,4,50,14.58333333,6.25,27.08333333,2.083333333,0
2018-02,PARIS VAUGIRARD,Île-de-France,BORDEAUX ST JEAN,Nouvelle Aquitaine,54,164,1,10,30.16166667,5.247798742,11,49.21363636,10.19308176,10,10.19308176,8,3,50,0,0,40,0,10
2018-02,MARNE LA VALLEE,Île-de-France,LYON PART DIEU,Auvergne-Rhône-Alpes,333,109,4,249,12.695917,9.704559271,70,32.78619048,7.996605876,49,7.996605876,21,7,32.75862069,17.24137931,13.79310345,29.31034483,3.448275862,3.448275862
2018-02,PARIS LYON,Île-de-France,LYON PART DIEU,Auvergne-Rhône-Alpes,583,119,1,62,9.859946237,0.640263459,59,24.07683616,2.48382016,43,2.48382016,13,1,21.05263158,21.05263158,14.03508772,40.35087719,3.50877193,0
2018-02,PARIS LYON,Île-de-France,NIMES,Occitanie,269,177,1,43,16.95581395,2.42300995,53,26.64245283,5.992537313,35,5.992537313,19,4,26.92307692,15.38461538,21.15384615,32.69230769,3.846153846,0
2018-02,PARIS LYON,Île-de-France,SAINT ETIENNE CHATEAUCREUX,Auvergne-Rhône-Alpes,102,168,1,12,10.04583333,0.710726073,23,22.35144928,6.277227723,15,6.277227723,5,1,34.7826087,13.04347826,17.39130435,26.08695652,8.695652174,0
2018-02,LA ROCHELLE VILLE,Nouvelle Aquitaine,PARIS MONTPARNASSE,Île-de-France,200,165,7,19,11.47368421,1.129533679,55,44.19,14.86502591,43,14.86502591,25,12,50,18.75,10.41666667,14.58333333,6.25,0
2018-02,LE MANS,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,373,56,15,205,7.299186992,4.263594041,150,25.88455556,11.4570298,65,11.42511606,32,15,49.05660377,23.58490566,16.98113208,5.660377358,2.830188679,1.886792453
2018-02,NANTES,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,470,128,15,151,9.731015453,3.16985348,118,41.24632768,12.66564103,89,12.66564103,52,24,53.21100917,23.85321101,11.9266055,5.504587156,2.752293578,2.752293578
2019-10,ANGERS SAINT LAUD,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,416,97,23,370,7.457162162,7.009457167,90,33.9537037,8.284648007,62,46.66775956,35,12,35.22727273,32.95454545,13.63636364,10.22727273,4.545454545,3.409090909
2019-11,ANGERS SAINT LAUD,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,403,94,4,369,4.389205059,4.049707602,107,18.40046729,5.941687552,35,37.76428571,11,5,13.82978723,40.42553191,22.34042553,14.89361702,3.191489362,5.319148936
2019-12,ANGERS SAINT LAUD,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,202,93,34,141,3.905200946,3.243353175,35,26.13095238,6.322321429,20,39.51833333,9,3,18.18181818,45.45454545,18.18181818,12.12121212,3.03030303,3.03030303
2020-01,ANGERS SAINT LAUD,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,369,99,19,283,3.405359246,2.72152381,45,25.68185185,4.524333333,27,35.28703704,12,4,28.57142857,28.57142857,14.28571429,21.42857143,7.142857143,0
2020-02,ANGERS SAINT LAUD,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,412,100,5,338,2.855128205,2.338533989,31,37.23602151,3.871007371,24,44.41944444,13,4,29.03225806,48.38709677,9.677419355,12.90322581,0,0
2018-02,PARIS NORD,Île-de-France,ARRAS,Hauts-de-France,295,55,19,82,14.10203252,4.212862319,74,24.62342342,7.475603865,36,7.475603865,17,4,50,7.142857143,18.57142857,21.42857143,2.857142857,0
2018-02,MARNE LA VALLEE,Île-de-France,MARSEILLE ST CHARLES,Provence-Alpes-Côte d'Azur,301,216,3,197,12.95456853,8.679306488,67,37.71243781,10.72225951,67,10.72225951,24,9,28.33333333,13.33333333,21.66666667,26.66666667,6.666666667,3.333333333
2018-02,PARIS LYON,Île-de-France,BELLEGARDE (AIN),Auvergne-Rhône-Alpes,209,161,0,24,6.798611111,0.493460925,32,20.18020833,5.201674641,16,5.201674641,4,1,19.35483871,22.58064516,45.16129032,9.677419355,3.225806452,0
2020-03,ANGERS SAINT LAUD,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,299,101,31,223,4.538041854,3.750621891,70,29.2297619,8.456716418,52,34.96185897,28,6,51.42857143,31.42857143,10,5.714285714,1.428571429,0
2020-04,ANGERS SAINT LAUD,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,81,105,28,46,2.569927536,2.211320755,26,14.8724359,11.32578616,11,18.90454545,1,0,0,100,0,0,0,0
2018-02,NANTES,Pays de la Loire,STRASBOURG,Grand Est,36,303,0,15,4.414444444,2.000462963,9,61.69814815,16.51990741,9,16.51990741,5,2,66.66666667,11.11111111,22.22222222,0,0,0
2018-02,MONTPELLIER,Occitanie,LYON PART DIEU,Auvergne-Rhône-Alpes,259,112,1,110,9.671363636,4.248320413,73,28.45068493,10.74147287,50,10.74147287,24,8,32.75862069,22.4137931,24.13793103,15.51724138,5.172413793,0
2018-02,PARIS LYON,Île-de-France,AIX EN PROVENCE TGV,Provence-Alpes-Côte d'Azur,398,186,3,47,14.41276596,1.397974684,48,31.23715278,5.201392405,40,5.201392405,15,5,26.66666667,20,24.44444444,28.88888889,0,0
2018-02,PARIS LYON,Île-de-France,CHAMBERY CHALLES LES EAUX,Auvergne-Rhône-Alpes,294,193,0,51,12.19901961,1.855725624,42,30.46111111,4.786451247,31,4.786451247,18,2,20,27.5,20,27.5,2.5,2.5
2018-02,PARIS LYON,Île-de-France,GRENOBLE,Auvergne-Rhône-Alpes,246,180,0,40,13.84375,1.96097561,33,25.81818182,6.266260163,31,6.266260163,14,2,31.25,15.625,28.125,25,0,0
2020-05,ANGERS SAINT LAUD,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,234,99,29,157,2.795435244,2.08601626,34,23.52107843,4.688861789,21,30.7047619,6,1,9.090909091,75.75757576,3.03030303,12.12121212,0,0
2020-06,ANGERS SAINT LAUD,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,377,98,15,289,2.160495963,1.686786372,39,21.72692308,3.689963168,19,33.30175439,7,1,20.68965517,51.72413793,27.5862069,0,0,0
2020-07,ANGERS SAINT LAUD,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,459,97,4,378,4.05978836,3.341575092,67,30.85597015,4.893223443,39,45.19230769,25,9,39.0625,28.125,10.9375,14.0625,3.125,4.6875
2018-02,POITIERS,Nouvelle Aquitaine,PARIS MONTPARNASSE,Île-de-France,456,94,38,207,9.445571659,4.678708134,129,32.79534884,13.02838915,93,13.02838915,46,22,49.49494949,15.15151515,14.14141414,13.13131313,6.060606061,2.02020202
2018-02,QUIMPER,Bretagne,PARIS MONTPARNASSE,Île-de-France,220,222,7,18,9.388888889,0.79342723,44,49.8719697,13.12488263,44,13.12488263,19,11,55.55555556,27.77777778,8.333333333,5.555555556,2.777777778,0
2018-02,PARIS EST,Île-de-France,REIMS,Grand Est,198,45,2,62,13.14112903,4.098809524,53,21.69968553,6.272108844,27,6.272108844,7,3,57.14285714,2.040816327,8.163265306,18.36734694,14.28571429,0
2018-02,ANGOULEME,Nouvelle Aquitaine,PARIS MONTPARNASSE,Île-de-France,256,125,24,145,6.18137931,3.932399425,68,42.02867647,14.49425287,54,14.49425287,29,13,49.18032787,21.31147541,3.278688525,11.47540984,11.47540984,3.278688525
2018-02,LAVAL,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,187,86,7,72,7.006712963,2.852685185,70,24.21142857,10.10574074,27,10.04990792,15,7,50,18,22,4,2,4
2020-08,ANGERS SAINT LAUD,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,452,97,5,374,3.577361854,2.962229679,52,32.63301282,3.962005966,27,52.95061728,13,5,34.04255319,34.04255319,14.89361702,14.89361702,0,2.127659574
2020-09,ANGERS SAINT LAUD,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,434,97,2,344,2.153439922,1.675810185,50,26.036,3.034915123,28,38.41845238,15,4,29.16666667,39.58333333,10.41666667,12.5,2.083333333,6.25
2020-10,ANGERS SAINT LAUD,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,299,97,9,262,6.131361323,5.521609195,58,28.14252874,5.718505747,30,44.64777778,13,8,51.78571429,16.07142857,17.85714286,10.71428571,3.571428571,0
2018-02,RENNES,Bretagne,PARIS MONTPARNASSE,Île-de-France,567,98,27,235,10.24737589,4.457654321,210,31.12261905,13.30638889,114,13.28179298,52,28,47.4025974,24.67532468,11.03896104,12.98701299,2.597402597,1.298701299
2018-02,PARIS EST,Île-de-France,METZ,Grand Est,275,84,8,66,13.19823232,3.21329588,64,23.0171875,5.581835206,41,5.581835206,14,4,63.79310345,1.724137931,6.896551724,24.13793103,3.448275862,0
2018-02,PARIS EST,Île-de-France,STRASBOURG,Grand Est,448,112,14,136,13.4125,4.180030722,95,31.17701754,7.339208909,70,7.339208909,36,11,56.52173913,4.347826087,5.434782609,29.34782609,4.347826087,0
2018-02,PARIS LYON,Île-de-France,DIJON VILLE,Bourgogne-France-Comté,430,99,2,58,13.92528736,1.577725857,19,39.77807018,2.527180685,12,2.527180685,8,4,31.57894737,5.263157895,10.52631579,52.63157895,0,0
2018-02,PARIS LYON,Île-de-France,LE CREUSOT MONTCEAU MONTCHANIN,Bourgogne-France-Comté,188,78,0,16,11.89895833,0.609929078,43,14.46976744,4.270478723,15,4.270478723,3,1,33.33333333,12.5,33.33333333,12.5,8.333333333,0
2018-02,PARIS LYON,Île-de-France,MARSEILLE ST CHARLES,Provence-Alpes-Côte d'Azur,441,201,4,53,14.81603774,1.468154081,50,31.55166667,5.576659039,50,5.576659039,15,5,29.16666667,14.58333333,20.83333333,33.33333333,2.083333333,0
2018-02,PARIS LYON,Île-de-France,NICE VILLE,Provence-Alpes-Côte d'Azur,182,349,3,23,19.76884058,2.229329609,30,43.19555556,9.031564246,30,9.031564246,16,4,42.30769231,19.23076923,19.23076923,15.38461538,3.846153846,0
2018-03,LAVAL,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,205,86,2,68,6.038235294,2.065517241,60,13.67888889,4.629638752,18,4.629638752,5,1,28.125,21.875,18.75,12.5,12.5,6.25
2020-11,ANGERS SAINT LAUD,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,136,91,27,82,2.382520325,1.75733945,15,15.56888889,3.714373089,7,23.37857143,1,0,6.666666667,40,33.33333333,6.666666667,0,13.33333333
2020-12,ANGERS SAINT LAUD,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,350,92,25,256,5.014453125,3.916153846,42,32.99603175,5.096871795,28,44.73392857,16,7,25,25,35,7.5,7.5,0
2018-03,ST PIERRE DES CORPS,Centre-Val de Loire,PARIS MONTPARNASSE,Île-de-France,416,62,13,172,7.162984496,3.158105873,101,16.92607261,4.886683209,30,4.886683209,13,3,26.78571429,25,14.28571429,23.21428571,8.928571429,1.785714286
2021-01,ANGERS SAINT LAUD,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,461,95,2,163,7.51400818,2.797058824,69,29.18985507,4.627051561,43,40.91046512,25,9,30.3030303,18.18181818,15.15151515,12.12121212,12.12121212,12.12121212
2018-03,PARIS EST,Île-de-France,NANCY,Grand Est,300,94,13,61,8.940983607,1.875958188,31,31.68709677,4.562020906,30,4.562020906,9,2,46.66666667,13.33333333,20,20,0,0
2018-03,PARIS LYON,Île-de-France,MARSEILLE ST CHARLES,Provence-Alpes-Côte d'Azur,478,202,14,50,14.133,1.206321839,42,34.49325397,4.924425287,42,4.924425287,22,3,28.57142857,30.95238095,11.9047619,26.19047619,2.380952381,0
2018-03,MONTPELLIER,Occitanie,LYON PART DIEU,Auvergne-Rhône-Alpes,286,112,14,83,10.49558233,3.318443627,45,29.86888889,7.485355392,32,7.485355392,9,5,31.42857143,28.57142857,14.28571429,22.85714286,0,2.857142857
2021-02,ANGERS SAINT LAUD,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,415,95,6,158,6.741561181,2.730493827,61,26.0726776,3.248353909,45,31.66703704,18,3,50.81967213,24.59016393,3.278688525,11.47540984,8.196721311,1.639344262
2021-03,ANGERS SAINT LAUD,Pays de la Loire,PARIS MONTPARNASSE,Île-de-France,464,96,12,112,8.450446429,2.17079646,44,28.35075758,2.750405605,37,32.16486486,13,2,11.36363636,25,22.72727273,22.72727273,6.818181818,11.36363636
